,AZ-10_S135,AZ-11_S136,AZ-12_S137,AZ-13_S138,AZ-14_S139,Az-15_S140,AZ-16_S141,AZ-17_S142,AZ-18_S143,AZ-19_S144,AZ-2_S145,AZ-20_S146,AZ-21_S147,AZ-22_S148,AZ-23_S149,AZ-24_S150,AZ-25_S151,AZ-3_S152,AZ-4_S153,AZ-5_S154,AZ-6_S155,AZ-7_S156,AZ-9_S157,ML-8_S158,AZ-10-RS_S292,AZ-11-RS_S293,AZ-12-RS_S294,AZ-13-RS_S295,AZ-14-RS_S296,AZ-15-RS_S297,AZ-16-RS_S298,AZ-17-RS_S299,AZ-18-RS_S300,AZ-19-RS_S301,AZ-2-RS_S302,AZ-23-RS_S303,AZ-24-RS_S304,AZ-25-RS_S305,AZ-6-RS_S306,AZ-7-RS_S307,AZ-8-RS_S308,AZ-9-RS_S309,AZ-10-SAL_S310,AZ-11-SAL_S311,AZ-12-SAL_S312,AZ-13-SAL_S313,AZ-14-SAL_S314,AZ-15-SAL_S315,AZ-16-SAL_S316,AZ-17-SAL_S317,AZ-18-SAL_S318,AZ-19-SAL_S319,AZ-2-SAL_S320,AZ-20-SAL_S321,AZ-21-SAL_S322,AZ-22-SAL_S323,AZ-23-SAL_S324,AZ-24-SAL_S325,AZ-25-SAL_S326,AZ-3-SAL_S327,AZ-4-SAL_S328,AZ-5-SAL_S329,AZ-6-SAL_S330,AZ-7-SAL_S331,AZ-8-SAL_S332,AZ-9-SAL_S333,Species
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380967190172601,0.00362060173380928,0.0159502042404202,0.000461228019602191,0.0070996419311026,0.0453868236491152,0.0215746892060777,0.021540936717912,0.0123505195059792,0.000570125427594071,0.156947890818859,0.00464202074272332,0.00513071096994869,0.00699389221177885,0.0366226394498417,0.0365657813465102,0.0119741733515946,0.0155691385076692,0.130262741373852,0.0305295160881682,0.000692760651195012,0.0130908576280781,0.0112754309992646,0.0407770852672059,Lautropia mirabilis
271,0.00101281939983216,0.0179832727487661,0.0173947466467958,0.0379799492491368,0.00322653429602888,0.0275506395684186,0.0516722986456643,0.00646839828084348,0.00527710410491332,0.043407598022618,0.000694502319637748,0.00233406664162687,0.00846921301466756,0.00715100798782807,0.0128335949764521,0.0191025725089065,0,0.013533047552587,0.00125610607117934,0.0452995328116068,0.0192628095401118,0.0537648934158269,0.0163465895228469,0.0477660274249861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029544394339916,0.00229474757776645,0.000680801400505738,0.00472758720092246,0,0.00559613358043534,0.00348615404854305,0.000580979621022524,0.0018623799255048,0,0,0.00715122114419538,0.004300024431957,0.0223741257634735,0.00545791944110905,0,0,0,0,0.00278692677983278,0.0010886238804493,0.00622700254741013,0.00596453958656753,0,Leptotrichia buccalis
275,0.0942790172758052,0.0682684635162692,0.0145538375558867,0.0300345272265901,0.050879963898917,0.0598004953686425,0.130112018731873,0.0737397404016157,0.0959759274229767,0.0517369811065213,0.128260688390699,0.0394376777378333,0.0254634800089346,0.0707239761633067,0.0350863422291994,0.033418573645444,0.0562237282319636,0.107192702621872,0.0349516498853554,0.0472116540834631,0.0569211457263494,0.0498473509307541,0.0318915339305009,0.0601629307291403,0,7.62166075987958e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333851656041,0.0288883222845487,0.0021720806587564,0.0175843182473335,0.00388936905790838,0.0288527926160108,0.0234822074590541,0.0264569181265642,0.00593020976279161,0.0114025085518814,0.0227460711331679,0.0315322850451656,0.00552162228194478,0.0783252634577044,0.00660408252374195,0.0229771463866584,0.00301310898063001,0.0179333410217968,0.000949667616334283,0.0737268811755764,0.0589836211588896,0.037078969714124,0.0213252716725223,0.0112717146267073,Leptotrichia NA
278,0.0788841623983563,0.00632443774566303,0,0.019301967635925,0.00234657039711191,0,0.00252773860522045,0.021863186189251,0.0741938381388664,0,0.025391004805956,0.027767344529699,0,0.000659312793204007,0.00361067503924647,0,0,0.00762635828930316,0.00141561160402751,0.0112164639555284,0.00413100536346,0,0.000383395489874874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558622298242886,0.00609382967873534,0,0.00778322283078697,0,0.000436062356917039,0.00302571860816944,0.0149713979263497,0,0.00273660205245154,0.0161290322580645,0.0363415858146537,0,0.00357606253362448,0.00245606374849907,0,0.00031305028370182,0.00565102064352439,0,0,0.00138552130239002,0.00898669685819417,0,0,Leptotrichia wadei
307,0.00121538327979859,0.0171557762212962,0.015182563338301,0.00856940804525979,0.0400947653429603,0.00551352084959115,0.0156719793523668,0.00526096393508603,0.00067367286445702,0.0104286584952936,0.01689029641359,0.0108923109942587,0.018334450152632,0.00142005832382401,0.01212715855573,0.0267960570891526,0.0388092991335678,0.00829927225600638,0.0170072774399362,0.0195943148889196,0.00212256076686066,0.00956420717045363,0.00341570527343069,0.0106259171178465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017882133416265,0.0311320754716981,0,0.0264053041222254,0.0697616989751821,0,0.010655791620075,0,0,0,0.00992555831265509,0,0.0212558025897874,0,0,0,0.00469575425552729,0,0.0880025324469769,0,0.00301845712306398,0.0133031418058307,0.192907917313506,0.074857445962074,Neisseria mucosa
308,0,0.00531962053373526,0.00169988822652757,0,0.0297382671480144,0.0108234655447359,0.00170289758667483,0.000646839828084348,0,0.00751676034401029,0.0103897547017807,0,0.0612947658402204,0.0297958666159503,0.0086734693877551,0.00454614997923633,0,0.00022430465556774,0.0201176353304755,0.0466005637800863,0.00492981855528928,0.00297192878177937,0.0428705865950995,0.00675504731063098,0,0,0,0,0,7.79180302321957e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834268230494646,0.0283667250210724,0.00536177572787547,0.040529695024077,0.0756931574548494,0.101295796882194,0.075929567393636,0.00534208978631641,0.0103762827822121,0.0911910669975186,0.04700568752091,0.0948937209870511,0.0761416500522168,0.06756904268093,0.231995058678196,0.0321267853648992,0.0802675585284281,0.0045900601456157,0.0663795287560172,0.111188084516799,0.0254741013303142,0.02965928588937,0.165694205012598,Neisseria NA
353,0.000839193217003791,0.0545999940893105,0.0100130402384501,0.0157244477723699,0.023014440433213,0.0197299223017677,0.0163105659473698,0.0159266339892768,0,0.0243448229159613,0.0103064144234242,0.00853141600042925,0.0384744248380612,0.0552808418917206,0.0337519623233909,0.0562804624833344,0.0394784249806983,0.0148290300069784,0.0602332768417905,0.0399771333950995,0.0485450188291681,0.0111852592332424,0.0211913143494476,0.0139148914638466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233245218473021,0.0353136155022947,0.0066459184335084,0.0251369270683194,0.0322879367823188,0.0591227878920019,0.020061829901993,0.0130496961029675,0,0.0104903078677309,0.00310173697270471,0.0369270659083305,0.0450525287075495,0.0774075128959777,0.0298548193428665,0.0669549104385423,0.0088436705145764,0.0173567062622535,0.0413105413105413,0.0136812769191791,0.0669503686476322,0.00516558165864704,0.0285154015850968,0.0570879193740883,Porphyromonas NA
359,0.0138322192319935,0.0307651387534356,0.012621087928465,0.0356504014310079,0.00410649819494585,0.007668035150816,0.0281244179549264,0.066610128074286,0,0.0581363851831787,0.0019723865877712,0.00665343134624671,0.00467202739930013,0.0157474324838342,0.0168367346938776,0.0228400323476056,0.00423779703182637,0.0150533346625461,0.00743694546904596,0.0239310847838514,0.016866369964624,0.0183719233782725,0.011467010560803,0.0155593786368466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000816358264655575,0,0,0,0.00145079639461662,0,0,0.00451376474794423,0,0,0,0,0,0.00439887338206905,0,0.0108709079678814,0,0,0,0.00291360526982518,0,0,0.00269629871721546,0.00165760509216284,Prevotella NA
372,0.0204010764823335,0.0287702810532849,0.00782414307004471,0.0250842381130663,0.0103113718411552,0.0117565229192821,0.00133038873958971,0.0100619528813121,0.00242522231204527,0.0164894697636622,0.000722282412423258,0.0338573804796909,0.00281066190157099,0.0284265246608343,0.00102040816326531,0.00155181081022009,0.0025564038774985,0.054231881168378,0.00163493171169375,0.00477044688442508,0.0222526532009586,0.00167508713154837,0.00149872782405632,0.0088296311288772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967967656663038,0.0244008159102499,0.006548661090579,0.022946093975209,0.00379676503272009,0.00334314473636397,0.00516345458133263,0.00415623882731498,0.000882179964712801,0.00421892816419612,0.00134408602150538,0.015598862495818,0.00469093574395309,0.0112345327383778,0.0051850234690536,0.0111179740580605,0.00453922911367638,0.0140122246569023,0.00585628363406141,0.0557385355966557,0.0112326191300906,0.0390602887064817,0.00253288667374786,0.0103434557750961,Prevotella_7 melaninogenica
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162108461898083,0.0805503439649781,0,0.000521172638436482,0.109364110284073,0.449732639257764,0.288376642921641,0,0,0.228344114804075,0,0,0.270255699322243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella_9 NA
394,0.000318314668518679,0.00539350415225936,0.00316691505216095,0.0197595573859146,0.0230821299638989,0.00424116988430089,0.017454700263417,0.00983196538688209,0.0123057576574149,0.0161508769553735,0,0.0180286526801524,0.0126014444196262,0.00114111829593001,0.00259026687598116,0.00469914541122986,0.0589688599124989,0.00471039776692254,0.0106071179344033,0.00216838494746595,0.00760013693940431,0.0110771890957231,0.0408490467393956,0.000227698223953853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000816358264655575,0.00563488016318205,0.00282046294495234,0.00807149034303834,0.00209902457093468,0,0.0037821482602118,0.0316410439756882,0.0246030190158792,0,0,0.00706758113081298,0,0.00310136396721415,0,0.00630018529956763,0.00907845822735277,0.00374812593703148,0.0207344096232985,0,0.0107872729971795,0.00360883102179451,0,0,Rothia dentocariosa
395,0,0,0.00118759314456036,0.000249594409085237,0.000383574007220217,0.000322328911206867,0.00236809195646968,0.000301858586439362,0.00280697026857092,0.000474029931604253,0.000277800927855099,0,0.000614250614250614,0,0.000470957613814757,0.000240421393132691,0.00226473363644162,0,0.00213338650184428,0.000295688856472629,0,0.000702455893875125,0.000906207521522429,0.000404796842584628,0,0.000419191341793377,0,0,0.00046257748172819,0,0,0.000232405004454429,0,0,0,0,0,0,0.000185887426574467,0,0,0.000179708359005956,0.00750272119421552,0.0304181540030597,0.031316864423264,0.0483712885557798,0.0108964069638227,0.0194411134125513,0.0617970137472867,0.0260100107257776,0.0987061360517546,0.0114025085518814,0.0227460711331679,0.00230010036801606,0.0251649157097483,0.0179436058103105,0.0988429210784849,0.037183446571958,0.0737624730972412,0.0239303425210472,0.071383349161127,0.0121611350392703,0.0073729526448612,0.0230682139824512,0.0046572432388267,0.0701498475003315,Rothia mucilaginosa
431,0.0432907949185404,0.0169932322605432,0.00312034277198212,0.0363575855900828,0.0210063176895307,0.0110270416991823,0.0136497884681904,0.0104069341229571,0.0135183688134375,0.0080585088372723,0.0207517293107759,0.00700219992488061,0.000893455438909984,0.0212248003042982,0.0239795918367347,0.0033003300330033,0.0128506476795059,0.00675406240653973,0.0127604426278537,0.00453389579924698,0.00572863174711857,0.0292870072677167,0.00724966017217943,0.0420482720234782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171435235577671,0.00249872514023457,0.00126434545808209,0.0123955030268089,0.00296332880602544,0.00247102002252989,0.00450568966651319,0.00692706471219163,0,0,0.0163358147229115,0.0114586818333891,0,0,0.00955135902194084,0,0,0.00161457732672125,0.00585628363406141,0,0.00113810678410609,0.00261817152561562,0.00612795163003513,0.00172390929584936,Streptococcus cristatus
434,0.0154237925745869,0.00712238082572332,0.01963021609538,0,0.00300090252707581,0.00183218539001798,0.00287363967751377,0.0173353073926605,0.0246115153148298,0.00545134421344891,0,0.00413156623920159,0.00482093663911846,0.00205401293267402,0.00824175824175824,0.00522370117806483,0.0283091704555203,0.00959525471039777,0.00675904695444123,0.0109207750990558,0.0112518543877667,0.0169940291249021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185429948686052,0.00810810810810811,0.0132269986383972,0.00115307004900548,0.00222249660451908,0.000654093535375559,0.000953759126488193,0.00808902395423668,0.0113213095471476,0,0,0.00920040147206424,0.00571707793794283,0.000253172568752176,0.00365680602554306,0.00407659048795553,0.0120915672079828,0.00611232845115904,0.00300728078505856,0,0.0173190162798753,0.0012029436739315,0.000735354195604216,0,Streptococcus gordonii
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373192349556834,0.0498980112187659,0.00324191143097971,0.00674545978668204,0.0578775157426843,0.0916821105418075,0.00305860685391041,0.01894887379335,0.0368555185257793,0.0649942987457241,0.00206782464846981,0.00476748076279692,0,0.0241463337447388,0.0206855146818033,0.0454601605929586,0.0266484054001174,0,0.0799303577081355,0,0.00390914938888614,0.0114633455986414,0.0400359506495629,0.00106086725898422,Streptococcus mitis
438,0.014526723963307,0,0.177417101341282,0,0,0,0.000425724396668707,0,0.0314829785322914,0,0,0.0518323764554381,0,0,0.00200156985871272,0,0.00109805267221412,0.00291596052238062,0.000996909580301067,0.000906779159849396,0.00392559625698962,0.00351227946937562,0,0,8.03320390949257e-05,0,0.00361075361075361,0,0,0,0,0,0.000477741585233442,0,0,0,0,0.000235412813183118,0,0,0,0,0.0351422795832685,0,0.152467094598976,0,0,0,0.00371637176872986,0,0.00661634973534601,0,0,0.121779859484778,0,0,0.000272895972055452,0,0.00316963412248092,0.000922615615269288,0,0,0.00217724776089861,0.000283045570336824,0,0,Streptococcus mutans
439,0.112625517261336,0.1327393090404,0.107302533532042,0.0695952410666001,0.121141696750903,0.123943948698809,0.0990607455498497,0.0831404792364415,0.04686517560406,0.0619624839168416,0.0281967941772926,0.0560175993990449,0.120318665773211,0.0825408900722708,0.0548273155416013,0.20870762572946,0.336398730376598,0.130420695842887,0.17940384807098,0.0979715744445978,0.114686751112633,0.197498176316429,0.180788400543725,0.108434954207357,0.00109787120096398,0.00834571853206814,0.00243100243100243,0.000381808925844222,0,0.00148044257441172,0,0.00673974512917845,0.000781758957654723,0,0.000247884131874358,0.00067723487508779,0,0.00161425929039852,0.0005576622797234,0.000180954535173038,0.00131323869676693,0.000667488190593551,0.291828642512828,0.291203467618562,0.432503404007003,0.324589218795042,0.396530435856279,0.113594243976889,0.363448003683484,0.211476582052199,0.360615565575377,0.645381984036488,0.0590363937138131,0.288725326196052,0.428585389689714,0.196335327067312,0.319779500054579,0.231871525633107,0.404421835257288,0.416330296390266,0.187401076289965,0.185457309348873,0.30659607105745,0.147183696575149,0.153934144946483,0.169672457233789,Streptococcus NA
441,0,0,0.000489008941877794,0,0,0,0.000824841018545619,0,0.0142594089643402,0,0,0,0,0,0,0,0.000343141460066913,0,0,0,0,0,0,0,0.000214218770919802,0.00323920582294882,0.00182325182325182,0,0.0024516606531594,0,0,0.00515164426540651,0.0037785016286645,0,0,0.000752483194541989,0.000262207201957814,0.00380023541281318,0.00144992192728084,0.000497624971725854,0,0.0042103101252824,0.0087466956927383,0.0236868944416114,0.0369577903131686,0.0250792735658691,0.00706877392270651,0,0.0300598566072486,0.0148820164461923,0.0490099980396001,0,0.00144747725392887,0.00146370023419204,0.0017102369899829,0.00139244912813697,0.00583997380198668,0.00679431747992588,0.0592056349051066,0.0175296966901165,0.01440329218107,0.00481378261971117,0.00851105942896729,0.0104726861024625,0,0.0173717013658666,Streptococcus parasanguinis
444,0.000405127759932865,0,0.000652011922503726,0.0004575897499896,0,0.00023750551352085,0.00478939946252295,0.000344981241644986,0.00244767807419384,0,0.000750062505208767,0,0,0.000329656396602003,0,0,0.00106373852620743,0,0.00129598245439139,0.000177413313883577,0,0.000270175343798125,0.000209124812659022,0,0.00222251974829294,0.0398231774703708,0.0263120263120263,0.00123027320549805,0.00735498195947821,0.0149213027894655,0.000625390869293308,0.0197156912112174,0.0123778501628664,0.00114298458364696,0.00867594461560254,0.00619544496839571,0.00218506001631511,0.013452160753321,0.00914566138746375,0.00425243157656639,0.00812957288474767,0.0113729718628055,0.013333851656041,0.0161397246302907,0.0181222848991766,0.000864802536754108,0,0,0,0.0293171254915981,0.0474416781023329,0,0,0.00623118099698896,0.00293183483997068,0.00756353049147125,0.00322017247025434,0,0.0525924476619057,0.00720793449429132,0.0648939537828427,0.0442107930073474,0.00321638873769113,0.0573167279932069,0,0.0249303805861292,Streptococcus salivarius
445,0.00639523106751165,0.00933888938144635,0.0275707898658718,0.00187195806813927,0.0601759927797834,0.0191022291588912,0.0215789053561451,0.00697149592490908,0.00875774723794125,0.0106318141802668,0.229296885851599,0.0146482803026238,0.0631189040279949,0.0385190820337264,0.0326138147566719,0.00808690140537232,0.0298704640988247,0.00493470242249028,0.0071976871697737,0.0257052179226872,0.00534063676823006,0.0110231540269635,0.0218186887874246,0.00966452461670799,0,0.000571624556990968,0,0,0.000277546489036914,0,0,0.000387341674090715,0,0,0,0,0,0,0,0,0,0,0.0119343803452029,0.00989291177970423,0.029079945535888,0.00680311328913231,0.0507470058031856,0.0248555543442712,0.0374926001447083,0.0634608509116911,0.100274455989022,0.011060433295325,0.251550868486352,0.0225409836065574,0.0302467627656975,0.00825975505553973,0.0334024669795874,0.0117356392835083,0.0223048327137546,0.0114173682389574,0.0424184868629313,0.0241955915885483,0.014152110445841,0.00757146900651005,0.0803170193643272,0.0282455907704548,Streptococcus sanguinis
447,0,0,0,0,0,5.08940386116106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135284478487863,0.0278492778492778,0,0.040105467665834,0.0107137291569269,0.00813008130081301,0,0.0238436482084691,0.0266510551699144,0.00878218067212012,0.0106350958161934,0.057481645495863,0.0731461240961829,0.0163580935385531,0.0442207645329111,0.0162591457694953,0.0209745327582666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subdoligranulum NA
471,0.130219637121278,0.072228625469161,0.156156855439642,0.0138524897042306,0.0550541516245487,0.0251925491127473,0.0170821914163319,0.0450488004714744,0.261115602263541,0.0244464007584479,0.110259188265689,0.208939206953909,0.0499032089941181,0.116520857106631,0.13394819466248,0.0699189124210434,0.044625546881702,0.0568238460771608,0.171189313129299,0.0529283053086006,0.0653657423256876,0.0797827790235863,0.0715206859293855,0.0204675403531852,0,0,0,0,0,0.00206482780115319,0,0.00333113839718015,0,0.000390287418806278,0,0,0.000378743736161287,0,0,0,0,0.00256726227151366,0.00703623075726948,0.0177205507394187,0.0250923944757829,0.0660709138080138,0.0162983084331399,0.0393546277117628,0.0164112346247451,0.0093850554165177,0.0130366594785336,0.00524515393386545,0.0136476426799007,0.0361743057878889,0.00791595406792084,0.0573435868223678,0.027125859622312,0.0528721432983323,0.0227352768538446,0.0179333410217968,0.0721747388414055,0.112110463643273,0.0358751051511703,0.0685677894140957,0.0125010213252717,0.0220129956239226,Veillonella NA
472,0.0511329108429551,0.0688447557407572,0.0752142324888227,0.0009151794999792,0.0509927797833935,0.00245987853289451,0.00340579517334965,0.0126780606304532,0.0978172999191593,0.0095483171937428,0.085646026057727,0.0680903578902184,0.0352170352170352,0.0422974515024724,0.00204081632653061,0.0140318667628352,0.038071544994424,0.00981955936596551,0.00737713089422789,0.00794417394389797,0.0589980600251056,0.0289087617863994,0.0266982677494685,0.00480696250569246,0,0.000342974734194581,0,0,0,0,0,0,0,0,0,0,0.000233073068406946,0,0,0,0.000156337940091301,0.000487779831587595,0.033120821023169,0.0311830698623151,0.0428904882318615,0.00657249927933122,0.0111433510309915,0.000763109124604819,0.0237782016707229,0.0147032534858777,0.0302391687904332,0.00433295324971494,0.021712158808933,0.053236868517899,0.0073295870999267,0.00427228709769297,0.00824145835607466,0.00259419394688079,0.0284093132459401,0.0183369853534771,0.00506489395378284,0.0129212059792247,0.0182591914493542,0.0173365411831305,0.0107851948688618,0.0148521416257791,Veillonella parvula
