,AZ-10_S135,AZ-11_S136,AZ-12_S137,AZ-13_S138,AZ-14_S139,Az-15_S140,AZ-16_S141,AZ-17_S142,AZ-18_S143,AZ-19_S144,AZ-2_S145,AZ-20_S146,AZ-21_S147,AZ-22_S148,AZ-23_S149,AZ-24_S150,AZ-25_S151,AZ-3_S152,AZ-4_S153,AZ-5_S154,AZ-6_S155,AZ-7_S156,AZ-9_S157,ML-8_S158,AZ-10-RS_S292,AZ-11-RS_S293,AZ-12-RS_S294,AZ-13-RS_S295,AZ-14-RS_S296,AZ-15-RS_S297,AZ-16-RS_S298,AZ-17-RS_S299,AZ-18-RS_S300,AZ-19-RS_S301,AZ-2-RS_S302,AZ-23-RS_S303,AZ-24-RS_S304,AZ-25-RS_S305,AZ-6-RS_S306,AZ-7-RS_S307,AZ-8-RS_S308,AZ-9-RS_S309,AZ-10-SAL_S310,AZ-11-SAL_S311,AZ-12-SAL_S312,AZ-13-SAL_S313,AZ-14-SAL_S314,AZ-15-SAL_S315,AZ-16-SAL_S316,AZ-17-SAL_S317,AZ-18-SAL_S318,AZ-19-SAL_S319,AZ-2-SAL_S320,AZ-20-SAL_S321,AZ-21-SAL_S322,AZ-22-SAL_S323,AZ-23-SAL_S324,AZ-24-SAL_S325,AZ-25-SAL_S326,AZ-3-SAL_S327,AZ-4-SAL_S328,AZ-5-SAL_S329,AZ-6-SAL_S330,AZ-7-SAL_S331,AZ-8-SAL_S332,AZ-9-SAL_S333,Genus
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162108461898083,0.0805503439649781,0,0.000521172638436482,0.109364110284073,0.449732639257764,0.288376642921641,0,0,0.261915384043423,0,0,0.270255699322243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella_9
156,0,0.00108055262548561,0.00207342869709092,0.00361938542835427,0.00823900974949487,0.00292164674634794,0.00660819416075934,0.00395988686037542,0,0.00386633526650097,0.000388399792853444,0.00212928848270252,0.00180715963791092,0.00734319668035369,0.00317953790715749,0.0105536890458023,0.000628413256527269,0.00537203509151955,0.000453080950463149,0.00280004200063001,0.00323795033842433,0.00241309445215926,0.007614367188448,0.0083647659196805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287669102783393,0.00242223355430903,0.000842896972054723,0.00322859613721534,0.00663662180516113,0.00428794650968422,0.00904426757876735,0.0117983553807651,0,0,0.00413564929693962,0.00242556038808966,0.00117273393598827,0.00829140162663375,0.00305643488702107,0,0.000195656427313637,0.0083035405374236,0.000474833808167142,0.000506713959969597,0.00267207679746648,0.00134446645909992,0.0129095514339407,0.00424346903593688,Pseudopropionibacterium
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553679382947676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rikenellaceae RC9 gut group
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211541036283304,0.0313250257231051,0.0165165165165165,0.00729679280502291,0.0142011286890554,0.010363098020882,0.00500312695434647,0.00352480923422551,0.00733984799131379,0.0100359621978757,0.0171040050993307,0.00283435336610816,0.00238899895117119,0.00766773162939297,0.0429399955387018,0.00384528387242705,0.012131824151085,0.00426165537071267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romboutsia
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091846298031865,0.0615068023322282,0.0281710281710282,0,0.0160514386159682,0.00525946704067321,0.00758807588075881,0.000387341674090715,0,0.00808452510384433,0.0111193739155069,0.00436440252834353,0.00416618109777415,0.00319488817891374,0.014982526581902,0.00809771544899344,0.00909886811331374,0.0267252002464572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roseburia
162,0.000522427046794537,0.00806555352594613,0.00655538567868138,0.0294979912410873,0.047099672401279,0.0229600118046333,0.0248708398414033,0.0124067883774749,0.0180336260188211,0.019024824327227,0.00080269290523045,0.0210775635197856,0.0270581083967208,0.00312846249103826,0.0116229774606091,0.00569443653550481,0.0710555846487619,0.00771146972814903,0.0170492683581689,0.00500507507612614,0.0100649540640178,0.0187811596512396,0.0634328358208955,0.00197470601286887,0,0.000419191341793377,0,0,0.00046257748172819,0,0,0.000232405004454429,0,0,0,0,0,0,0.000185887426574467,0,0,0.000179708359005956,0.00831907945887109,0.0386282508924018,0.0378979446281528,0.0593254540213318,0.0129954315347574,0.0509829572295505,0.0711372755377228,0.0748122988916696,0.130464614781415,0.0114025085518814,0.0255376344086022,0.0139678822348612,0.0329342780356707,0.0255387828728757,0.103973365353127,0.0434836318715256,0.0899628252788104,0.0329835082458771,0.105729661285217,0.0131745629592095,0.0181602256420407,0.0338947070478347,0.0145436718686167,0.0856650311629757,Rothia
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171868450135284,0.0658158158158158,0,0.021463595152188,0,0.0141338336460288,0,0.00234527687296417,0.0042374062613253,0,0.00549312732015652,0.0229576972380841,0.0370943332772827,0.0113391330210425,0.0905225062203121,0.0086611218810581,0.0174317108235777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruminococcus
166,0.0216682837027639,0.0245439810646016,0.0050264938111295,0.0319591733323682,0.00349177079859544,0.00365943632875904,0.0170611558332332,0.0686808948315762,0.0117336693310233,0.0228604743932002,0.0146556188503366,0.0178477439111919,0.000706435131183361,0.0160985465684677,0.00491061965660991,0.00301805136381755,0.00037405550983766,0.0277699555940648,0.00959860383944154,0.00724510867663015,0.0145317650730489,0.00896942654859198,0.00973789588642155,0.00903039715997338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132949774529622,0.0020652728199898,0,0.00236379360046123,0,0.000399723827173953,0.000427547194632638,0.00956381837683232,0,0.00421892816419612,0.00785773366418528,0.00142188022750084,0.000293183483997068,0.00341782967815437,0.00551249863552014,0,0,0.00201822165840157,0,0.00481378261971117,0.000940175169478945,0.00551938862156807,0,0,Selenomonas
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536250536250536,0.00615136602749024,0,0.00638927847904005,0,0.0128210094124027,0.0063843648208469,0,0,0.000476572689876593,0.00332129122479897,0,0,0.0008369147251753,0,0.000847196549599507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sellimonas
173,0.00166679105405876,0.00177519359901207,0,0,7.84667595189988e-05,0,0,0.0044355875546413,0.00118124187896208,0.000122740802111142,0,0.00552658021914924,4.92861719430252e-05,0.00267222837776185,0,0,0.000957582105184409,0.0050471136142099,0.00219828164854343,0.000210003150047251,0.00167749234400296,0.00223097411614724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272119421551858,0.000815910249872514,0,0,0,0.000181692648715433,0,0.000715051841258491,0,0,0,0.00146370023419204,0,0.00110762998829077,0,0.000494132180358246,0.00015652514185091,0.00201822165840157,0,0.00240689130985559,0.000544311940224652,0.00205208038494198,0,0,Stomatobaculum
174,0,0,0.000314155863195593,0,0.00306020362124095,0.00343809945403571,0,0,0,0,0,0.0012680032537442,0,0.00347606943448695,0.000176640994842083,0.00242962625514872,0,0.00608686234160078,0.0622566787488253,0.019897798466977,0,0,0.00239655381628443,0.00117594852451742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162095571548985,0,0.00246944067168786,0.00279806679021767,0,0,0,0,0,0.0111659417865507,0,0.00139244912813697,0.000327475166466543,0.000988264360716492,0,0,0.0227920227920228,0.00823410184950595,0,0,0.00514747936922951,0.00477390266542899,Streptobacillus
175,0.252829813170137,0.209074069309733,0.382767503717511,0.132578088240617,0.24532632363615,0.189420097388225,0.173783491529497,0.148752892774492,0.167145725873135,0.101721439749609,0.297358881408597,0.163907363988708,0.224005651481049,0.170783636403137,0.147495230693139,0.271320919461686,0.465130545372933,0.195082854976714,0.253171566653242,0.189370340555108,0.180720541478924,0.316251963484873,0.252366217692028,0.192234302196583,0.00361494175927166,0.0528562173697649,0.0341770341770342,0.0192177159341592,0.0104542510870571,0.0164017453638772,0.000625390869293308,0.0327691056280745,0.0174158523344191,0.00114298458364696,0.00892382874747689,0.00762516303802548,0.00244726721827293,0.0194720026904322,0.011153245594468,0.00493101108346528,0.0094428115815146,0.0162507701786815,0.443088166692583,0.425752167261601,0.692796472800363,0.386220812914385,0.553092974441289,0.2488825902104,0.452213378938367,0.369547729710404,0.621642815134287,0.721436716077537,0.33354011579818,0.471980595516895,0.472367456633276,0.242697553720054,0.411145071498745,0.30710315009265,0.599217374290745,0.480971052935071,0.415321304210193,0.263364580694198,0.359740709584838,0.241013303141806,0.285480839937903,0.271316801485214,Streptococcus
176,0,0,0,0,0,4.42673749446658e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135284478487863,0.0278492778492778,0,0.040105467665834,0.0107137291569269,0.00813008130081301,0,0.0238436482084691,0.0266510551699144,0.00878218067212012,0.0106350958161934,0.057481645495863,0.0731461240961829,0.0163580935385531,0.0442207645329111,0.0162591457694953,0.0209745327582666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subdoligranulum
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503029610152052,0.00700700700700701,0,0.0087889721528356,0.00981767180925666,0.00658745048988951,0,0,0.00565916757269103,0.00584298310846701,0.0112119995986756,0.000553548537466496,0,0.0144620417874935,0.00513458493553495,0,0.00652084616964469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sutterella
178,0.00141801626987089,0.0104453420463609,0.00245041573292563,0.0145137355677006,0.00425682170390568,0.0114209827357238,0.00413312507509312,0.0105296991514528,0.00173248808914439,0.0118138022031974,0.0090108751941999,0.00935451457007512,0.00184001708587294,0.00380195094397011,0.00685367059987282,0.00275231099216066,5.98488815740256e-05,0.00600021661431821,0.00261780104712042,0.00533758006370096,0.00503247703200889,0.00289116033419082,0.00300327630141973,0.00738850676725094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431503654175089,0.00288118306986231,0,0.00461228019602191,0.00101864427707124,0.00236200443330063,0.000657764914819444,0.002726135144798,0,0.00285062713797035,0.0117866004962779,0.00342924054867849,0,0.010031963036805,0.00125532147145508,0,0,0.00242186599008188,0,0.000886749429946795,0.00128655549507645,0.00106142088876309,0.0107851948688618,0.00218803872165495,Tannerella
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786500786500786,0,0.00420945508372652,0,0.0176777152386908,0,0.00165038002171553,0.0041258955702378,0.000956124508658239,0.00243302899568576,0.00032047546905955,0.00712964519926013,0.00293702133987657,0.0204252431576566,0,0.00218217293078661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terrisporobacter
180,0.000248774784187875,0.00111914379068152,0.00498460636270342,0.00119439719135691,0.000961217804107735,0.0132064335251586,0.025495614562057,0.0115968115196709,0.00322872780249636,0.0137469698364479,0.00062143966856551,0.00074166228049189,0.000788578751088403,0.0144039627191553,0.00197837914223133,0.00212592297325513,0.00181042866761427,0.00530705079605762,0.000100684655658478,0.0150852262783942,0.0090506563676439,0.000478065882031552,0.00263924281033855,0.0153095185267362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225470377857254,0.000382457929627741,0,0,0,0,0,0.00143010368251698,0,0,0,0,0,0.00212032026329947,0.000491212749699814,0.00271772699197035,0,0.000461307807634644,0,0.0133012414492019,0,0.0139399943390886,0.00408530108669009,0.000861954647924678,TM7x
181,0.000870711744657562,0.000424502817155059,0.000376987035834712,0.0188569980817257,0.000255016968436746,0.00190349712262063,0.00237894989787336,0.0021342247364361,0,0.0031605756543619,0,0.00124407866405091,0,0.000434508679310869,0.000459266586589416,0.000949072755917469,0,0.00084479584100509,0.000167807759430796,0.000175002625039376,0.000702206097489613,0.00113825210007512,0,0.00658974927889949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000764915859255482,0,0.00651484577688095,0,0.00232566590355754,9.86647372229165e-05,0.0019217018233822,0,0.00353477765108324,0.000206782464846981,0.000961860153897625,0,0.000379758853128264,0,0,0,0.00138392342290393,0,0,0.000346380325597506,0.00247664874044721,0.00686330582563935,0,Treponema
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838382683586754,0.000464750464750465,0.00534532496181911,0.00319178462392451,0.00144148355929562,0.00975609756097561,0.00797923848626874,0,0.00512949179002537,0.00279754948829633,0.000727400421390589,0,0.0122750966874054,0.00550226782660421,0.00192264193621353,0.00143830904883997,0.00972992400903676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turicibacter
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163865706337411,0.00572000572000572,0,0,0,0.051865749426725,0,0.00152008686210641,0.0290764127010677,0.00368284995927618,0,0.0076040088567766,0.00178241129981503,0.00412670086995316,0.0058584030762271,0,0.00690593551037174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UCG-002
190,0.219046197477424,0.142324217242533,0.258738768927891,0.0157805204676246,0.112227082802048,0.0273572377158035,0.0287156073531179,0.0838776034970429,0.408808126944127,0.0347663321979809,0.211056447436561,0.307598449686588,0.0909494159588625,0.176214994894523,0.159330177347559,0.0813545166372454,0.0825016832497943,0.129383732264703,0.224308632031145,0.0677785166777502,0.122417929662356,0.116352129669679,0.106874165756583,0.0271799423119592,0.00131208997188379,0.00491597119012233,0,0,0.00217411416412249,0.00451924575346735,0,0.00333113839718015,0,0.000390287418806278,0,0.000351158824119595,0.000611816804568232,0.00094165125273247,0,0.000610721556209003,0.000687886936401726,0.00795851304169234,0.0431114912144301,0.0506119326874044,0.0688257796796991,0.0746036321706544,0.0274416594641314,0.0401177368363676,0.0410445306847333,0.0264569181265642,0.0432758282689669,0.00957810718358039,0.0353598014888337,0.0916276346604216,0.0152455411678475,0.0627235039083515,0.0353673179783866,0.0554663372452131,0.0551751125024457,0.0409410679275747,0.0772396327951883,0.15467443628072,0.0541342966005245,0.118596093971129,0.0232862161941335,0.0379923087123724,Veillonella
