,AZ-10_S135,AZ-11_S136,AZ-12_S137,AZ-13_S138,AZ-14_S139,Az-15_S140,AZ-16_S141,AZ-17_S142,AZ-18_S143,AZ-19_S144,AZ-2_S145,AZ-20_S146,AZ-21_S147,AZ-22_S148,AZ-23_S149,AZ-24_S150,AZ-25_S151,AZ-3_S152,AZ-4_S153,AZ-5_S154,AZ-6_S155,AZ-7_S156,AZ-9_S157,ML-8_S158,AZ-10-RS_S292,AZ-11-RS_S293,AZ-12-RS_S294,AZ-13-RS_S295,AZ-14-RS_S296,AZ-15-RS_S297,AZ-16-RS_S298,AZ-17-RS_S299,AZ-18-RS_S300,AZ-19-RS_S301,AZ-2-RS_S302,AZ-23-RS_S303,AZ-24-RS_S304,AZ-25-RS_S305,AZ-6-RS_S306,AZ-7-RS_S307,AZ-8-RS_S308,AZ-9-RS_S309,AZ-10-SAL_S310,AZ-11-SAL_S311,AZ-12-SAL_S312,AZ-13-SAL_S313,AZ-14-SAL_S314,AZ-15-SAL_S315,AZ-16-SAL_S316,AZ-17-SAL_S317,AZ-18-SAL_S318,AZ-19-SAL_S319,AZ-2-SAL_S320,AZ-20-SAL_S321,AZ-21-SAL_S322,AZ-22-SAL_S323,AZ-23-SAL_S324,AZ-24-SAL_S325,AZ-25-SAL_S326,AZ-3-SAL_S327,AZ-4-SAL_S328,AZ-5-SAL_S329,AZ-6-SAL_S330,AZ-7-SAL_S331,AZ-8-SAL_S332,AZ-9-SAL_S333,Genus
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156625128615525,0.00264550264550265,0.00156965891735958,0.00457951706910908,0.000467508181393174,0.017010631644778,0.000193670837045358,0.000434310532030402,0.0232778567645173,0.00230178122454761,0.0113374134644326,0,0.0115352278459728,0.0119711502713956,0.00739651662519792,0.000750422112438246,0.00123228589032656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clostridium sensu stricto 1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100224838992416,0.0094022594022594,0,0.0235451938199648,0.0381798348137759,0.0264331874087972,0,0.083257328990228,0.0464442028379471,0.00871135663444173,0.00717367312130029,0,0.0413317639145788,0.0254665774407019,0.0170323456231622,0.0111937965105372,0.0201530088313822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160054875957471,0.0151580151580152,0,0.0109168285687853,0,0.0203877423389619,0,0,0.0186501630843857,0.00924253691702964,0.000300993277816795,0.00139843841044167,0.0170169833529511,0.0153914789203658,0.0188871296086858,0.00268901256957038,0.00480078044773054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coprococcus
62,0.0568201607085106,0.018935398389462,0.0170272477852012,0.0895797893517681,0.0294838848892638,0.0469086616496975,0.1131322840322,0.00906402674209308,0.0216167263850061,0.0343060541900641,0.0187985499741067,0.0119383702569501,0.0101693801442442,0.0238110756262356,0.126333639511058,0.00801017405994344,0.00555098376599087,0.0257121195711036,0.00521882131829776,0.0134052010780162,0.0104355628376929,0.0245634803196212,0.0613699793714355,0.0287108941646328,0,0,0,0,0,0,0.000166770898478216,0,0,0.000111510691087508,0,0.000100331092605598,0,0,0,6.78579506898892e-05,0,0,0.0446275851345047,0.0216726160122387,0.00197756597289762,0.00270971461516287,0.00929127052722558,0.0412078927286602,0.0228573307899757,0.0164015016088666,0.025240148990394,0.0191562143671608,0.127274607113317,0.0231682837069254,0.00693867578793061,0.0183866578056268,0.0204126187097478,0.007041383570105,0.00277832126785365,0.013262599469496,0.00395694840139285,0.000506713959969597,0.00776881587411549,0.00962354939145202,0.0566222730615246,0.0210184325686249,Corynebacterium
67,0,0.000501685147546888,0,0.000434326251402512,0.00103968456362673,0,0,0.000809976857804063,0,0,0,0.00119622948466434,0,0,0,0.000493517833077084,0,0.00032492147730965,0,0,0,0.00036424067202404,0,0.00275127579321056,0,0.00106703250638314,0,0,0.00874271440466278,0.0460885148823438,0.00900562851782364,0.000774683348181431,0,0.0183992640294388,0,0.0062706932878499,0.0068756555180049,0.00427106103917942,0,0.00583578375933047,0,0.0315516533169029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424568355505236,0.000735354195604216,0,Dialister
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182085955281832,0.0156625128615525,0.0256327756327756,0,0.0156351188824128,0,0.00617052324369398,0,0.00456026058631922,0.0169217473725293,0.0156521123269238,0.0181599277616133,0.0176261507982753,0.0260635614595594,0.0144992192728084,0.0136168287717711,0.0158839347132762,0.00901109057301294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorea
71,0.000995099136751499,0.00425789189328256,0.00125662345278237,0.00264215136269861,0.00168703532965847,0.00361516895381437,0.00249909888261444,0.00590125996400103,0.00139780289010513,0.00705759612139065,0.000880372863801139,0.00141155079190392,0.0161987218452743,0.00304156075517608,0.000353281989684166,0.0029611069984625,0.000643375476920775,0.00090978013646702,0.00174520069808028,0.00381505722585839,0.00294536446447032,0.00380176201425092,0.00491445212959592,0.00292877745728866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777484061576738,0.00132585415604284,0.000324191143097971,0,0.000648228176318064,0.000944801773320251,0.000920870880747221,0.00616732213085449,0,0.000912200684150513,0.00165425971877585,0.00234192037470726,0.00400684094795993,0.0023101996898636,0,0.000617665225447807,0,0.00109560604313228,0.00110794555239,0,0,0.00070761392584206,0.00433041915189149,0.0019228219069089,Eikenella
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113803722051145,0.0373461377234099,0.0202345202345202,0,0.0303450828013692,0,0.000416927246195539,0.0592245419684704,0.0137676438653637,0.00262050124055644,0.00669287156060767,0.0136450285943614,0.0128772870294837,0.0112998150327896,0.00137556695665105,0.00610721556209002,0.019698580451504,0.005262887656603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erysipelotrichaceae UCG-003
80,0.000671691917307262,0.000758959582186318,0.00048170565689991,0.00626153679105288,0.000294250348196245,0.00839604544783828,0,0.00111853947030085,0,0.00227070483905612,0,0.000645963921718743,0,0.000477959547241956,0,0.00159444222994135,0,0.000888118704646377,0,0.00124251863777957,0.00134589502018843,0.000159355294010517,0.000273025118310885,0.0103616596405591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676411133571762,0.000509943906170321,0,0.00167195157105794,0,0.00425160797994113,0,0.000580979621022524,0,0.00228050171037628,0,0.000920040147206424,0,0.00110762998829077,0.000545791944110905,0,0,0.000576634759543305,0,0,0.000296897421940719,0.000495329748089442,0.00735354195604216,0,F0058
81,0,0,0.000628311726391187,0.0208838539216041,0.00249131961472821,0.00219861295558507,0.00754535624173976,0.00332990485986115,0,0.00764061493141858,0.00173485240807872,0.000454567204172448,0.00264502456094235,0.000130352603793261,0,0.000398610557485337,0.000119697763148051,0.00652009097801365,0,0,0.000546160298047477,0.0124524779748219,0.0128321805606116,0.00621255824273353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000484446710861805,0.000713220514815535,0.00322859613721534,0.00138906037782442,0.00341582179585014,0.00180885351575347,0,0,0,0.00206782464846981,0.000920040147206424,0.000537503053994625,0,0,0,0,0.00345980855725983,0,0,0.000791726458508585,0.00559015001415228,0.00416700710842389,0.00159130088847633,F0332
82,0,0,0,0,0,0,9.61191877928631e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212352869797355,0,0.113910831436605,0.14618345337449,0.0901615901615902,0.0965976582385882,0.114719215468591,0.072035218949665,0.0797581821972066,0.0184761978541271,0.0505103148751357,0.0416492431211842,0.125571018803782,0.156892746062005,0.061239948723925,0.106911047587019,0.0761394899249015,0.148541054060167,0.126258520417735,0.11275415896488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faecalibacterium
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330017910902786,0.0243457743457743,0,0.0432972522897585,0,0.00150093808630394,0,0,0.0385548214435059,0.00400155812882892,0.00928062606601786,0.0280853047430369,0.0103917941819405,0.0192207599077998,0.0347206514363266,0.0273591395159777,0.0113729718628055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fusicatenibacter
91,0.0493569171828743,0.0589544366976254,0.029656313485664,0.0619276846791415,0.0527885124664064,0.116806846687325,0.0610116544515199,0.0970300848547184,0.00259873213371658,0.122802172512197,0.0488348006214397,0.0614622709220537,0.0458525686309944,0.0369984140433205,0.0549000211969194,0.0957424596169542,0.0138250916435999,0.0441026751868299,0.0464827493623305,0.0853487802317035,0.0842452259738233,0.0534067885355249,0.049174857420216,0.161992456179277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283781682475509,0.00604283528811831,0.00087531608636452,0.010319976938599,0.00154340041980491,0.00203495766561285,0.00236795369335,0.0106810868787987,0.0002940599882376,0.0266818700114025,0.00310173697270471,0.0118768819003011,0,0.000569638279692395,0.00180111341556599,0.0103767757875232,0.000117393856388182,0.00449775112443778,0.00237416904083571,0,0.00316690583403434,0.0136569487687518,0.0216520957594575,0.00430977323962339,Fusobacterium
93,0.0149016095728537,0.0319792122256811,0.0102833685886024,0.0175540193275182,0.0244620122800479,0.0191972849343367,0.0186711522287637,0.0334404731293392,0.00149623971335197,0.010862560986836,0.00973588814085966,0.0057897507057754,0.0315760074914981,0.0369549631753894,0.0270260722108387,0.0466184537706661,0.0324680182539089,0.0474168742553883,0.00696402201637804,0.0380455706835603,0.0280687381746543,0.0536116739135384,0.0191420944060187,0.0472820057688041,0,0.000228649822796387,0,0.000127269641948074,0.000231288740864095,0.000194795075580489,0,0.000658480845954216,0,0,0,0.000200662185211197,0,0,0.000371774853148933,0,0,0.000128363113575683,0.019553724148655,0.0366394696583376,0.0231796667315049,0.0963390025944076,0.093283121373009,0.053308623133108,0.0537065052950076,0.0580979621022524,0.00911585963536561,0.053363740022805,0.00196443341604632,0.0225409836065574,0.0632787686293672,0.048957245482452,0.0764108721755267,0.0796788140827671,0.0532576795147721,0.0904163302963903,0.0169357391579614,0.0239422346085635,0.0596763818100846,0.0167704500424568,0.0273715172808236,0.0491314149317067,Gemella
95,0.0106226832848222,0.0205047724407626,0.00797955892516807,0.013608889210612,0.0222257096337564,0.0326102995425705,0.0186711522287637,0.00995114425302134,0.00978462023073591,0.0141765626438369,0.0142931123770067,0.0145222259438251,0.0442589824048366,0.0563775011405853,0.0137426693987141,0.0703452726686028,0.0311962295204608,0.0170475468428463,0.0502919855014096,0.030555458331875,0.0576979343437299,0.041546201652742,0.0127411721878413,0.0157532726869314,0,0,0.000393250393250393,0.000169692855930765,0.000508835229901008,0,0,0,0.000825190010857763,0,0.000106236056517582,0.000175579412059797,5.82682671017364e-05,0.000437195224482933,0.00044612982377872,0,0,0,0,0,0,0.00386278466416835,0.00138906037782442,0,0,0.00384340364676439,0,0,0,0,0,0,0.000927846304988538,0,0,0,0,0,0,0,0,0,Granulicatella
96,0.0025872577555539,0.0133654068795184,0.0286510147234381,0.00948278982228818,0.0275418325911686,0.0171314741035857,0.0230205454763907,0.0086783234764721,0.00568964838366736,0.00868391174936328,0.0435007767995857,0.00612469496148141,0.0624291511278319,0.00701731517087054,0.0117642902564827,0.0661503710874476,0.0653250542380489,0.00530705079605762,0.0199691233722647,0.0236603549053236,0.0258060740827433,0.0195779361212921,0.0215689843465599,0.0101619702684713,0.000160664078189851,0.00323920582294882,0.001001001001001,0,0.000370061985382552,0.000973975377902447,0,0,0,0,0.000389532207231134,0.000300993277816795,0.000291341335508682,0,0,0.000294051119656186,0.00109436558063911,0.00192544670363524,0.00583113046182553,0.0172106068332483,0.0325487907670362,0.0486595560680311,0.01882948512162,0.0391002580035612,0.0497599158060909,0.0138541294243833,0.00740050970397961,0.00661345496009122,0.0289495450785773,0.00664938106390097,0.0414365990715856,0.0151587075540365,0.0386420696430521,0.0169240271772699,0.0487967129720211,0.0142428785607196,0.0110794555239,0.00506713959969597,0.0423078826265525,0.0117463911689782,0.0138083176730125,0.036268399416523,Haemophilus
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090473212424432,0,0,0.0359343202029495,0.0129253868763058,0.0240292966790408,0,0,0.0119711502713956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holdemanella
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508769580934529,0.00072405777218856,0.0111897611897612,0.000466655353809605,0.000277546489036914,0.000506467196509272,0.00275171982489056,0.00735949180772359,0.000434310532030402,0.00287140029550333,0.00910088884167286,5.01655463027992e-05,0.00413704696422328,0.000437195224482933,0.00520484794408506,0.00305360778104501,0.00125070352073041,0.011090573012939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Incertae Sedis
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267773463649752,0.0071262528104874,0.00189475189475189,0.000890887493636518,0.0210935331668054,0.00654511453950444,0.0538670002084636,0.0121625285664485,0.00343105320304017,0.00769423768503805,0.0264527780728779,0.00163038025484098,0.00416618109777415,0.00201782411299815,0.0129749423748978,0.0127799140465958,0.00165718216496779,0.0101406859724789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intestinibacter
105,0.00447794611538174,0.00244410712907458,0.00322533352880809,0.0109305439936299,0.00270710320340546,0.0139737346908662,0.00290760543073411,0.00479557726922088,0,0.00914418975728006,0.00266701191092698,0.000430642614479162,0.00162644367411983,0.00473614460448847,0.00342683529993641,0.014995349543496,0,0.00140799306834182,0.00387635924285139,0.00841762626439397,0.00415471941014688,0.00286839529218931,0.00266957893459532,0.0221877080097626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163271652931115,0.00135135135135135,0,0.00172960507350822,0.000679096184714162,0.00446963915839965,0,0.00174293886306757,0,0.000570125427594071,0.00423904052936311,0.00112914018066243,0,0.0142409569923099,0.00158279663792162,0.00172946263125386,0,0.0013262599469496,0.000633111744222855,0.000380035469977198,0.000940175169478945,0.00035380696292103,0.00506577334749571,0.00053043362949211,Johnsonella
106,0.00840858770555017,0.0192827188762253,0.0145349446038495,0.00477758876542763,0.00561037330560841,0.00221336874723329,0.00641595578517362,0.0119310876832091,0.0136039689727133,0.00905213415569671,0.00466079751424133,0.0048806162974305,0.00931508649723176,0.0137739251341546,0.00996255210909348,0.0013856462236395,0.013974713847535,0.00155962309108632,0.0110249697946033,0.000525007875118127,0.0073341525737804,0.00346028638422838,0.00539983011770416,0.000643443532283115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161716684807961,0.0106578276389597,0.00599753614731246,0.00461228019602191,0.0070996419311026,0.00334314473636397,0.0148983753206604,0.0219878441186986,0.0128896294844148,0.00182440136830103,0.00299834574028122,0.00970224155235865,0.00596139750794039,0.025918541726004,0.0091693046610632,0.00654725138974676,0.00583056153394639,0.0034021450813055,0.0189933523266857,0.000633392449961996,0.0047998416547083,0.00106142088876309,0.00392188904322249,0.00616629094284578,Kingella
108,0.0254496604224196,0.0146646427744475,0.00462856305108174,0.0225125773643635,0.0143005669223375,0.0166002656042497,0.00221074131923585,0.0176523527899203,0.0147261487577273,0.00914418975728006,0.0195235629207664,0.0111010096176851,0.00382789268757496,0.0171196419648482,0.0182646788666714,0.00778239659852324,0.000359093289444153,0.0152713094335536,0.00635991408242717,0.00659759896398446,0.0131273528780697,0.00887836638058597,0.00743235044290741,0.0111604171289106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333851656041,0.0068332483426823,0.000745639629125332,0.00778322283078697,0.00321027287319422,0.00774010683527744,0.00263105965927777,0.00719520915266357,0,0.00250855188141391,0.0032051282051282,0.00556206088992974,0.0017102369899829,0.0120573435868224,0.00392970199759852,0.00370599135268684,0.000782625709254549,0.00720793449429132,0,0.00443374714973398,0.00291949131575041,0.00693461647325219,0.00433041915189149,0.0048402068691155,Lachnoanaerobaculum
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672111393760878,0.00472542967112534,0.00700700700700701,0.0351688443916511,0.00605976501063928,0.0165965404394577,0.00150093808630394,0.0138668319324476,0.00729641693811075,0.0042374062613253,0.0102694854633663,0.00546804454700512,0.00273860855378161,0.000638977635782748,0.0066919473566808,0.00615245419588328,0.00991182540178851,0.00544259601560895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoclostridium
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113562745322206,0.00117975117975118,0,0.00948283837542788,0,0.000875547217010632,0,0.00143322475570033,0.000306654400490647,0,0.012742048760911,0.0095268616711339,0,0.00520484794408506,0.0138430219407374,0.00218873116127822,0.00323475046210721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospira
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132997980259899,0.00682825682825683,0,0.0317328152465538,0,0.0107150302272254,0,0.000347448425624321,0.00203507011234702,0.00432026629838167,0.00704825925554329,0.00337955949190071,0,0.00959179121124247,0.00848224383623614,0,0.00652084616964469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae ND3007 group
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218770919801848,0.0036583971647422,0.0577363077363077,0,0.0171616245721158,0,0.011590577444236,0.001626835031181,0,0.000752697164840679,0.0334997698218775,0.00566870673221631,0.00702132618575924,0.0267025390953422,0.00524202542939996,0.0367563899570233,0.000906760052529548,0.0177141096734442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae NK4A136 group
122,0.000547304525213324,0.000385911651959145,0.00171738538546924,0.000180969271417713,0.00733664201502638,0.00529732920171167,0.00504625735912532,0.000115710979686295,0.000846556679922826,0.00251618644327841,0.0152770585189021,0.00088520981865161,0.00624291511278319,0.0016511329813813,0.0134247156079983,0.00398610557485337,0.00321687738460388,0.00155962309108632,0.000469861726406229,0.00729760946414196,0,0.00138866756209165,0.0206285644946002,0.00195251830485911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380967190172601,0.00362060173380928,0.0159502042404202,0.000461228019602191,0.0070996419311026,0.0453868236491152,0.0215746892060777,0.021540936717912,0.0123505195059792,0.000570125427594071,0.156947890818859,0.00464202074272332,0.00513071096994869,0.00699389221177885,0.0366226394498417,0.0365657813465102,0.0119741733515946,0.0155691385076692,0.130262741373852,0.0305295160881682,0.000692760651195012,0.0130908576280781,0.0112754309992646,0.0407770852672059,Lautropia
124,0.190934646864194,0.125639970156166,0.0448824009885438,0.114263997973144,0.0838417325460502,0.089892282720968,0.199207016700709,0.114926716379532,0.185848722290034,0.129338120224616,0.169653029518384,0.0776831427341021,0.0416468152918563,0.0895522388059701,0.124037306578111,0.0550082569329765,0.0602229370838632,0.13163652117405,0.0389481809638878,0.114381715725736,0.12419295063101,0.117353791517745,0.0745661934231283,0.131861548702019,0,7.62166075987958e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130928315969523,0.05,0.00395513194579524,0.0407610262323436,0.00632794172120015,0.0383008103492133,0.0409787541932513,0.049070432606364,0.00999803960007842,0.0158494868871152,0.0429073614557486,0.0865674138507862,0.0123625702418764,0.116554321339283,0.0412072917803733,0.0229771463866584,0.00618274310311094,0.0250836120401338,0.0034821145932257,0.0771472004053712,0.0677420951061408,0.0534956127936598,0.0304763461067081,0.016774963532688,Leptotrichia
128,0.000149264870512725,5.1454886927886e-05,0.00050264938111295,0,0,0,0,0.000244278734893289,0.000393747292987361,0,0,0.00208143930331595,4.92861719430252e-05,0.000369332377414239,0,0,0,0.00160294595472761,0,0.000962514437716566,0.00019505724930267,0,0,0,0,0,0,0,0,0.0280115318684744,0,0,0,0,0,0.0166549613725293,0,0.012006053472339,0,0,0,0,0,0.000560938296787353,0,0,0,0,0,0,0,0,0,0,0.000293183483997068,0.000126586284376088,0.000109158388822181,0,0.000391312854627274,0,0,0.0202685583987839,0.000395863229254293,0.0166996886498726,0,0,Megasphaera
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388271522292141,0.00849815174726573,0.00207350207350207,0,0.00203534091960403,0.00619448340345956,0.000500312695434647,0,0.00138979370249729,0.00253686822224081,0.00304543362017069,0.00326076050968195,0.00501107097074933,6.7260803766605e-05,0.000817904676927653,0.00332503958380457,0.00209492839722344,0.00231053604436229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monoglobus
132,0.00104485409358907,0.0268337235328925,0.0223678974595263,0.0111839009736147,0.0933950605174883,0.0719639958683783,0.0232127838519765,0.00615839547441502,0.00647714296964208,0.0204670287520329,0.0302433972035215,0.0227044356189291,0.0869900934794395,0.0337830498164201,0.0249063802727337,0.0385513353453676,0.0362983466746465,0.00931441568287664,0.039199892603034,0.066150992264884,0.00758772699787388,0.01802991326519,0.0505096468875137,0.0199689372087863,0,0,0,0,0,7.79180302321957e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0017882133416265,0.11958184599694,0.0465862672631784,0.0349956759873162,0.126960118533152,0.152730840510193,0.119055449582319,0.0904093671791205,0.00970397961184082,0.0103762827822121,0.113110008271299,0.0696303111408498,0.124749572440753,0.12392797240419,0.0877087654186224,0.232612723903644,0.0376442966151438,0.0992965055933572,0.100664767331434,0.0663795287560172,0.114206541639863,0.0493914520237758,0.226897622354768,0.241214693011537,Neisseria
136,0.000696569395726049,0.00104196146028969,0.00441912580895135,0.0162148467190271,0.000549267316632991,0,0.00252312867956266,0.00122139367446644,0,0.0016876860290282,0.00497151734852408,0.000167472127853007,0,0.00656108105759413,0.000141312795873666,0.00108194294174591,0,0.00331419906855843,0.000771915693381662,0.0001400021000315,0.00485692550763649,0.00289116033419082,0.000212352869797355,0.000377191036165964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233245218473021,0.0022182559918409,0.0010698307722233,0.00247910060536178,0.000493888134337573,0.00337948326610705,0.00230217720186805,0.00129603146228102,0,0.00171037628278221,0.00227460711331679,0.000627300100368016,0.000586366967994136,0.00199373397892338,0.000709529527344176,0.00210006176652254,0,0.000403644331680314,0,0.00595388902964277,0.000296897421940719,0.00643928672516275,0.000490236130402811,0.00324890598063917,Oribacterium
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123711340206186,0.00335353073434701,0.0143357643357643,0.0412777872051587,0.00249791840133222,0.0165965404394577,0.013550135501355,0,0,0.021075520615539,0.00517015475052233,0.0062706932878499,0.00678825311735229,0.00144610728098201,0.0135697821399361,0.00970368694865415,0,0.00680324501951119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
146,0,0.000270138156371401,0,0.00988092221940714,0.000431567177354493,0.00225763612217795,0,0.00106711236821805,0,0.00217864923747277,0,0.000263170486626154,0,0,0.000176640994842083,0.00368240229295978,0,0.00032492147730965,0,0,0.000994791971443619,0.00159355294010517,0,0.00816507654759263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576535024502739,0,0.000399723827173953,0,0,0,0,0,0,0,0,0,0,0,0.000518971283588975,0,0,0,0.000566091140673648,0,0,Peptococcus
148,0,0,0,0,0,0,0,6.4283877603497e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017732903444765,0,0,0.034021263289556,0,0.00608034744842562,0,0,0,0,0,0.0229385084392892,0,0.0157588643612032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phascolarctobacterium
150,0.00129362887777695,0.0546836810826108,0.00971788803485036,0.0191465489159941,0.0278556996292446,0.0201711671831194,0.0170130962393368,0.0211879660581126,0,0.0257141980422842,0.0100466079751424,0.00928274080099526,0.0441768387849316,0.057724478046449,0.0339503992086483,0.0557295522274738,0.036163686691105,0.0155095851835806,0.0596053161498188,0.0407056105841588,0.0491544268242729,0.0145468618389601,0.019354447275816,0.0254271133791879,0,0,0,0,0,0,0,0,0,0,0,0.000100331092605598,0,0,0,0,0,0,0.00233245218473021,0.0353136155022947,0.0066459184335084,0.0255405015854713,0.03330658105939,0.0591227878920019,0.020061829901993,0.0130496961029675,0,0.0104903078677309,0.00310173697270471,0.0369270659083305,0.0450525287075495,0.0787050223108326,0.0298548193428665,0.0669549104385423,0.0088436705145764,0.0173567062622535,0.0413105413105413,0.0136812769191791,0.0669503686476322,0.00516558165864704,0.0320287605196503,0.0570879193740883,Porphyromonas
151,0.0356743040525412,0.0607682214618333,0.0235616897396695,0.0860689854862644,0.0241285285520921,0.0401652648664601,0.043541992070167,0.105592697351504,0.0129936606685829,0.0982846972904968,0.0195235629207664,0.0805301689076032,0.0144079909313444,0.0489474027243694,0.0422171977672578,0.0344323595846858,0.004668212762774,0.0798223762590707,0.0230735669217345,0.0673760106401596,0.0697524723506349,0.0479659434971658,0.0141062977793957,0.065231861548702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334318146477997,0.0154513003569607,0.00181547040134864,0.0359181320265206,0.0035498209655513,0.0122097459936771,0.00417680720910347,0.0180997497318556,0,0.0246294184720639,0.00630686517783292,0.0227500836400134,0.00283410701197166,0.0206335643533023,0.00141905905468835,0.0170475602223595,0.000352181569164547,0.0131472725175874,0.00174105729661285,0.0478844692171269,0.00930278588747588,0.0803849419756581,0.0254922787809462,0.00808911284975467,Prevotella
152,0.0188073736846033,0.029805243252978,0.0159381741261231,0.0309819392667125,0.0093963944524001,0.0102257636122178,0.00247506908566623,0.00960401131396246,0.00551246210182305,0.0149436926570315,0.00227861211807354,0.035456241925451,0.00248073732113227,0.0243542114753742,0.0141666077863351,0.012983315300951,0.00222937083863245,0.0585725116430196,0.0135588669620083,0.00575758636379546,0.0194081963056157,0.00141143260409315,0.00157747846135178,0.00840914133570002,0,0,0,0,0,0,0.00737961225766104,0,0,0,0,0,0,0,0,0,0,0,0.012634116000622,0.0343957164711882,0.00982299163586851,0.0380513116171807,0.00392023706630448,0.00468767033685817,0.0063803196737486,0.00415623882731498,0.000882179964712801,0.00547320410490308,0.00186104218362283,0.0170207427233188,0.00469093574395309,0.0126902750087028,0.00665866171815304,0.0144533662754787,0.00649579338681276,0.0164340906469842,0.00585628363406141,0.130225487712186,0.0123707259141966,0.148315878856496,0.00253288667374786,0.0119347566635725,Prevotella_7
