,AZ-10_S135,AZ-11_S136,AZ-12_S137,AZ-13_S138,AZ-14_S139,Az-15_S140,AZ-16_S141,AZ-17_S142,AZ-18_S143,AZ-19_S144,AZ-2_S145,AZ-20_S146,AZ-21_S147,AZ-22_S148,AZ-23_S149,AZ-24_S150,AZ-25_S151,AZ-3_S152,AZ-4_S153,AZ-5_S154,AZ-6_S155,AZ-7_S156,AZ-9_S157,ML-8_S158,AZ-10-RS_S292,AZ-11-RS_S293,AZ-12-RS_S294,AZ-13-RS_S295,AZ-14-RS_S296,AZ-15-RS_S297,AZ-16-RS_S298,AZ-17-RS_S299,AZ-18-RS_S300,AZ-19-RS_S301,AZ-2-RS_S302,AZ-23-RS_S303,AZ-24-RS_S304,AZ-25-RS_S305,AZ-6-RS_S306,AZ-7-RS_S307,AZ-8-RS_S308,AZ-9-RS_S309,AZ-10-SAL_S310,AZ-11-SAL_S311,AZ-12-SAL_S312,AZ-13-SAL_S313,AZ-14-SAL_S314,AZ-15-SAL_S315,AZ-16-SAL_S316,AZ-17-SAL_S317,AZ-18-SAL_S318,AZ-19-SAL_S319,AZ-2-SAL_S320,AZ-20-SAL_S321,AZ-21-SAL_S322,AZ-22-SAL_S323,AZ-23-SAL_S324,AZ-24-SAL_S325,AZ-25-SAL_S326,AZ-3-SAL_S327,AZ-4-SAL_S328,AZ-5-SAL_S329,AZ-6-SAL_S330,AZ-7-SAL_S331,AZ-8-SAL_S332,AZ-9-SAL_S333,Species
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753782300174053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203360844672466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides massiliensis
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243673851921275,0.00129568232917953,0.0305305305305305,0,0,0.00128564749883123,0.0207629768605378,0.000426075841499787,0,0.00696941819296925,0.00187683699847728,0,0,0,0,0,0.00869238946907636,0.00259293489422879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides NA
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682822332306868,0.0196638847604893,0,0.134354318683183,0.00180405217873994,0,0.00617052324369398,0,0.00169381107491857,0.00264837891332832,0.00053118028258791,0,0,0,0.00241653654546806,0.00916082334313504,0,0.000847196549599507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides ovatus
81,0,0,0,0,0,0,7.98233243753825e-05,0,0,0,0,0,0,0,0,6.55694708543702e-05,0,0,0,0,0,0,0,0,0.112143526576516,0,0,0,0,0,0,0,0,0,0.00191224901731648,0,0,0,0.00182169678042977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides stercoris
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243978948102192,0,0.0146739858080064,0.00411569681033497,0.0372515372515373,0.0241388087561514,0.000786381718937922,0.0144927536231884,0.00863039399624766,0.00305999922531665,0,0.00465557135290346,0.000602004320266298,0.00443965084779773,0,0,0.00156145438322552,0.00174168740104049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides thetaiotaomicron
83,5.78753942761235e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231891819520685,0.00971761746884646,0.0548763048763049,0.0616833531308332,0.0103154778425386,0,0.0101313320825516,0,0,0.0260935017144769,0.0018060129607989,0.00175579412059797,0.0871693275841976,0,0.0011153245594468,0,0.0165718216496779,0.00595604846991169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides uniformis
84,0,5.91068948192807e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870263756861695,0.0949658930680995,0,0.0846343118954692,0.0605051346100472,0.121474209131993,0.0096727121117365,0.0338536623155285,0.00612377850162866,0,0.000672828357944686,0.0541787900070232,0,0,0.0485537958212506,0.0461660257860213,0.205052842223751,0.0537327993427809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides vulgatus
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487786288632293,0,0,0.00370061985382552,0,0.0031686470710861,0.00189797420304451,0,0.00354046444202838,0.00786146818230107,0,0,0,0,0.0075322325265777,0.00553436307923207,0.000693160813308688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides xylanisolvens
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104231811548885,0,0,0,0.00456815043025603,0.0104344336309822,0,0,0.00408952338463826,0.0177335444469577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barnesiella NA
87,0.0017362618282837,0.00560037828412684,0.00249161698956781,0.004575897499896,0.00834837545126354,0.0103993485563058,0.00388473511960195,0.00894076384596588,0.00487290038623911,0.00700887113157717,0.00263910881462344,0.00321940226431293,0.0104981014071923,0.00309369849118803,0.0064756671899529,0.00677551198828492,0.00614223213519774,0.00341441531253115,0.0023327684179045,0.00508584833132922,0.0051808741298642,0.00380947234755356,0.00421735038862361,0.00855133329960026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345980407401648,0.0374043855175931,0.00197756597289762,0.00876333237244163,0.0036732929991357,0.00723136741887423,0.00486746036966388,0.0224794422595638,0.0452362281905509,0.00661345496009122,0.00155086848635236,0.00271830043492807,0.0990471536770095,0.00382923510237666,0.0135902194083615,0.00222359481161211,0.00770886323615731,0.0243339868527275,0.00126622348844571,0.00101342791993919,0.0029689742194072,0.00134446645909992,0.0200179753247814,0.0151836626442116,Bergeyella NA
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194352349376929,0,0,0,0.00428549166277077,0.00245987075255368,0,0,0,0.000814476433301462,0,0.120207435030882,0.0656465444762065,0.0118967953007659,0.00775842569554399,0,0.0120404600533991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bifidobacterium adolescentis
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00939477572412255,0,0.012867462626668,0,0,0.0124916350658041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bifidobacterium angulatum
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291023842917251,0,0.0725878297246001,0.0587622149837134,0,0,0.0173823617939199,0.0147127374431884,0,0.00650605993010633,0,0,0.00780447730540152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bifidobacterium bifidum
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11937341009506,0.0357455889638352,0.0146575146575147,0,0.0175779443056712,0.00790868006856787,0.0031686470710861,0.189061471123678,0.135765472312704,0.0252571715313206,0.0076844080881051,0.0176081067522825,0.0225206852348211,0.0826298974272743,0.0128634099189531,0.00117620447862475,0.0685698205240448,0.0486496200451838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bifidobacterium catenulatum
95,0,0,0.000116430700447094,0,0,0,0,0,0.000359292194377077,0,0,0,0,0,0,0,0,0,5.9814574818064e-05,0,0,0,0,0,0.0522693801044316,0.0443199573186997,0.0101172601172601,0.0429322925504836,0.0182718105282635,0.0110254012778557,0.0194288096727121,0.0282759422086222,0.112790445168295,0.00114298458364696,0,0.00336109160228755,0.053723342267801,0.0655120228686733,0.00895977396088929,0.00857272110382266,0.0139453442561441,0.0178681454097351,0,0,0,0,0,0.000327046767687779,0,0,0,0,0,0,0,0,0.000327475166466543,0,0,0,0,0,0,0.00035380696292103,0.000490236130402811,0,Bifidobacterium longum
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114324911398194,0.001001001001001,0,0,0.000155836060464391,0,0.000697215013363288,0.100933767643865,0.000613308800981294,0,0,0.00262207201957814,0.00235412813183118,0.000185887426574467,9.04772675865189e-05,0,0.000282398849866502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bifidobacterium NA
99,0,0,0,0,0,0,0,0.00012936796561687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278833083545363,0,0.0965055562993707,0.0995388895240273,0.0767195767195767,0.11649414559647,0.0870570820612453,0.103202431042543,0.0196372732958099,0.296432583181625,0.0841693811074919,0.0702238577123582,0.0628209214207302,0.0904233972107956,0.12985083323622,0.0613754834370271,0.0722730314521526,0.0888034381361683,0.119598524169846,0.0450554528650647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blautia NA
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216074082542586,0.013013013013013,0,0.026829493940235,0.010363098020882,0,0,0,0.00275988960441582,0.00881759269095931,0.00825223236681047,0.0122072019578138,0.00756684042374306,0.00260242397204253,0.00185478398552364,0.00265774498155212,0.00829225713698912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blautia obeum
102,0,0.00155155598900612,0.00307377049180328,0.0041183077499064,0.00241425992779783,0.00380008821633359,0.00721070696857622,0.00140867340338369,0.00199856283122249,0.00389381729532065,0,0.00214626817620862,0.00173106991288809,0.00415874223405604,0,0.000896116101676393,0,0.00269165586681288,0.00113647692154322,0.00544067495909637,0.00426794476777359,0.00905087401723719,0.00299745564811265,0.00566715579618479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,buccalis
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350783237381176,0.00449677984832895,0.000750750750750751,0.00364839640251145,0.00189656767508558,0.00440236870811906,0.00075046904315197,0,0,0.000418165091578155,0.00825100038953221,0.00938095715862346,0.000932292273627782,0,0.00289984385456168,0.00260122144311242,0.00165718216496779,0.00385089340727049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Butyricicoccus NA
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278833083545363,0,0,0,0,0,0,0,0,0,0,0.0515736946279725,0,0.00506672017658272,0,0,0,0.0146573173490161,0.00925520605340504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAG-352 NA
107,0.00104175709697022,0.00295534474096403,0.000815014903129657,0,0.000518953068592058,0.00081430461778577,0.00063858659500306,0.00252986243872989,0.000314380670079942,0.00121893410983951,0,0.00109996244030692,0.000763159854068945,0.00319513122860403,0.00278649921507064,0,0.000754911212147208,0.00256704216927525,0.000917156813876981,0.00173470795797276,0.00155197991555403,0.000729473428254937,0.000801645115192918,0.000379497039923089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303218784014928,0.00527791942886283,0.000810477857744926,0,0,0.0010901558922926,0.00207195948168125,0.00491598140865213,0,0.00250855188141391,0.000516956162117452,0.00234192037470726,0.00146591741998534,0.00284819139846198,0.00425717716406506,0.00123533045089561,0.00176090784582274,0.00530503978779841,0.000791389680278569,0.0131745629592095,0.00188035033895789,0.00905745825077837,0.000817060217338018,0.00404455642487734,Campylobacter concisus
108,0.00541134936481755,0.00616189378491001,0.00144374068554396,0.00449269936353426,0.000992779783393502,0,0.00321954074980709,0.00389541318690796,0.00565885206143896,0.00426626938443827,0.000666722226852238,0.00576809572356066,0.00111681929863748,0.00207937111702802,0.00400313971742543,0.00203265359648548,0.000120099511023419,0.00174459176552687,0.00167480809490579,0.000630802893808275,0.00187150519228575,0.00272877097236106,0.00338085113798752,0.00235288164752315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009057689317369,0.00377358490566038,0,0.0024214471029115,0.000277812075564885,0,0.00101953561797014,0.00254737218448338,9.80199960792002e-05,0.00307867730900798,0.005479735318445,0.00359652057544329,9.77278279990227e-05,0.00174056141017121,0.00163737583233271,0.000988264360716492,0,0.00126859647099527,0,0,0.00123707259141966,0.00247664874044721,0.00547430345616472,0.00165760509216284,Campylobacter gracilis
110,0,0,0.00109444858420268,0.00178875993177753,0.00135379061371841,0.00953414989990839,0.00199558310938456,0.000919949977719962,0.000516482529417048,0.00507889212433128,0,0,0.00163800163800164,0,0.00098116169544741,0.000961685572530763,0,0.00129598245439139,0,0.00262177452739064,0,0,0.000836499250636088,0.00419976724181551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739418663946966,0.000194514685858782,0,0,0.0121370689341909,0.000855094389265277,0.00348587772613514,0,0,0,0.000752760120441619,0.00205228438797948,0.00791164277350549,0.00191027180438817,0,0,0.000461307807634644,0.000791389680278569,0.000380035469977198,0.000346380325597506,0,0.00710842389084076,0.000397825222119082,Campylobacter showae
114,0,0.00121169134379525,0.0022354694485842,0,0.00399368231046931,0.00247684321243172,0.000878056568129207,0.002975463209188,0,0.000880341301550755,0.000916743061921827,0.00144873101894082,0.00532350532350532,0.00098896918980601,0,0.00399973772211658,0,0.000922141361778487,0.00289103778287309,0.00108419247373297,0.00139221727718818,0.00116175397833194,0.00121989474051096,0.00136618934372312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855232467734411,0.000815910249872514,0.00165337482979965,0,0.00234596863810347,0.00265271267124532,0.00263105965927777,0.00402216660707901,0,0,0,0.00150552024088324,0.00210114830197899,0.00367100224690655,0,0.00148239654107474,0.000547837996478184,0,0.00158277936055714,0,0,0,0.00179753247814364,0.00205543031428193,Capnocytophaga gingivalis
115,0.0033278351708771,0.00585158258710879,0.00761456780923994,0.000207995340904364,0.00877707581227437,0.0112306178536287,0.0223505308251071,0.0227543877301672,0.0269244588161322,0.0337238437055597,0.00258354862905242,0.00783387884316145,0.00288511652148016,0.00448839863065805,0.0287284144427002,0.00212007955762464,0.00392896971776615,0.0108912371647892,0.0143554979563354,0.00394251808630172,0.0077370763437179,0.00913192662037662,0.014534174479802,0.000758994079846177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015193099392276,0,0.00351530190239868,0,0,0,0,0,0,0,0,0,0.000742243554851799,0,0,0,Capnocytophaga granulosa
117,0.00130219637121278,0.00363507403138576,0.00076844262295082,0.00291193477266109,0.0088898916967509,0.016998608896278,0.00242130750605327,0.00375167100288922,0,0.0134759937698923,0.00100008334027836,0.00150238772334603,0.00597498324771052,0.00220616203879802,0.00812401883830455,0.00319104758157935,0.00190443510337136,0.00196889642109461,0.00502442428471738,0.00364682922982909,0.00369736391646696,0.00132385918461081,0.0012896030113973,0.00485756211101553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377079769864718,0.00328913819479857,0,0.0072643413087345,0.00302506482281763,0.012609469820851,0.00361770703150694,0.0113067572398999,0,0,0.00237799834574028,0.00129642020742723,0.00483752748595162,0.00636096078989841,0.0133719026307172,0,0.00348268440618274,0,0,0,0.00188035033895789,0,0.00768036604297737,0.000994563055297706,Capnocytophaga leadbetteri
118,0,0.0195791589088867,0.00721870342771982,0.0135612962269645,0.0138763537906137,0.0208495911512232,0.0175611313625841,0.00862453104112464,0.0108236773556095,0.042053226789463,0.00161124538155957,0.00474861833986157,0.022299158662795,0.00849499175859009,0.00392464678178964,0.0128953292680261,0.012558977438449,0.00157013258897418,0.012182235071279,0.0203828185061799,0.00698390961999315,0.00640315564801556,0.0119201143215643,0.0106006173151849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314881044938579,0.00392656807751147,0.000324191143097971,0.0153358316517728,0.00385850104951229,0.0207493004833024,0.00407814247188055,0.00478190918841616,0,0.00148232611174458,0.00961538461538462,0.00639846102375376,0.00469093574395309,0.00506345137504351,0.012662373103373,0,0,0.00121093299504094,0.000949667616334283,0.000760070939954396,0.0014844871097036,0.00941126521369941,0.00498406732576191,0.00563585731335367,Capnocytophaga NA
119,0.0019677634053882,0.00285190767503029,0.0014903129657228,0.0064062564998544,0,0.000661622501950938,0.0166298592448714,0.00240049447311302,0.00354801041947364,0.00406311369946502,0.000583381948495708,0.00118044749691474,0.000223363859727496,0.00314441485989603,0.00631868131868132,0.00139881537822656,0,0.00381317914465158,0,0,0.000251055574574917,0.001729122200308,0.00442647520128263,0.00364317158326165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431503654175089,0.00175930647628761,0,0.00074949553185356,0,0,0.00220351246464514,0.00308366106542724,0,0.00296465222348917,0.00134408602150538,0.00196554031448645,0,0.000727871135162505,0.00223774697085471,0,0,0.000980279091223619,0,0,0.000296897421940719,0,0.00759866002124357,0.00185651770322238,Capnocytophaga ochracea
120,0,0.00319177232024116,0.00498323397913562,0.00291193477266109,0.00435469314079422,0.000916092695008991,0.00231487640688609,0.00260173353073927,0,0.00809236811810117,0.00594493985609912,0.000160970113215646,0.00584468766286948,0.00456447318372005,0.000510204081632653,0,0,0.00309041969893331,0.000917156813876981,0.00222752271876047,0,0.000621403290735687,0.00320658046077167,0.00103729190912311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120510029544394,0.0104028556858746,0.00612721260455164,0,0.00203728855414249,0.00853955448962535,0.00575544300467013,0.0181891312120129,0.002205449911782,0.00376282782212087,0.01095947063689,0.00200736032117765,0.00283410701197166,0.00851292762429191,0.00147363824909944,0.00333539221741816,0.00481314811191548,0.00911082920078422,0.0045900601456157,0.00620724600962756,0.00623484586075511,0,0.00245118065201405,0.00623259514653229,Capnocytophaga sputigena
121,0.000434065457070926,0.00394538522918698,0.0069392697466468,0.00848620990889804,0.00866425992779783,0.00868591592304821,0.0154591171540324,0.00685650217769409,0.00150453606395401,0.0263425204848649,0.00327805094869017,0.0020926114718034,0.023955773955774,0.00682135159122607,0.00419937205651491,0.00548597906148231,0.00473535214892339,0.00433655667430964,0.00362875087229588,0.00508584833132922,0.00296702042679448,0.000945613703293437,0.0182287128367781,0.00655264888933866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248794899704556,0.00132585415604284,0,0.0013260305563563,0.00070996419311026,0.000399723827173953,0.00588699598763402,0.00607794065069718,0.00122524995099,0.00114025085518814,0.00248138957816377,0,0.0030295626679697,0.00212032026329947,0.0011461630826329,0.00086473131562693,0.000626100567403639,0.000634298235497636,0.000791389680278569,0,0.000544311940224652,0,0.00400359506495629,0.00225434292534147,Cardiobacterium NA
122,0,0.00110825427786151,0,0.00786222388618495,0.00171480144404332,0.0212906728191904,0.00441689061543783,0.000517471862467478,0.0011676996317255,0.0103947992144647,0,0,0.00251284342193433,0.00273868391023203,0.0010596546310832,0.00520184468778004,0,0,0,0,0.000296702042679448,0.00297192878177937,0.00480987069115751,0.00731164296918484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26040251882948e-05,0.00145354118972346,0.000197329474445833,0,0,0,0,0,0,0.000411405424222285,0.000163737583233271,0,0,0,0,0,0,0.000495329748089442,0.00179753247814364,0,Cardiobacterium valvarum
124,0,0.00223128527942785,0.0003725782414307,0.00432630309081077,0.000609205776173285,0.0062260373901537,0.001809328685842,0.00534720924549728,0,0.00203155684973251,0.0013890046392755,0.000482910339646939,0.00135879681334227,0.00126790921770001,0.000627943485086342,0.00194522763534632,0,0.00157013258897418,0.00131592064599741,0.00392280549587021,0.000912929362090608,0.001296841650231,0.000278833083545363,0.00521175934827708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382457929627741,0,0.00149899106370712,0,0.00192594207638359,0,0.00147479442259564,0,0.00148232611174458,0.0011373035566584,0.000292740046838407,0,0.00227855311876958,0,0,0,0.000922615615269288,0,0.00418039016974918,0.000346380325597506,0.000919898103594679,0.00114388430427322,0.00139238827741679,Catonella NA
126,0.00315420898804873,0.00463989124331353,0.00398192995529061,0.015682848704189,0.00103790613718412,0.0184915006955519,0.00888699678045925,0.048872342566373,0.00177400520973682,0.0205187241822984,0.000388921298997139,0.00745828191232495,0.00119127391854665,0.00213008748573602,0.00494505494505494,0.00113653749480908,0,0.00690359884358489,0.00452596949456684,0.00532239941650732,0.00278443455437636,0.00248561316294275,0.00156843609494266,0.00346607296463088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000815910249872514,0,0,0,0.000399723827173953,0,0.00129603146228102,0,0,0.000827129859387924,0,0,0.000822810848444571,0,0,0,0.000634298235497636,0,0,0,0,0.000571942152136612,0,Centipeda NA
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110514081018254,0.00264550264550265,0,0,0.000662303256973664,0.0429435063581405,0,0,0.011095313763207,0.0029746095824923,0.000250827731513996,0.00268034028667987,0.000302673616949723,0.00104096958881701,0.0109251300610722,0.000812957288474767,0.00272129800780448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christensenellaceae R-7 group NA
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156625128615525,0.00264550264550265,0.00156965891735958,0.00457951706910908,0.000467508181393174,0.017010631644778,0,0.000434310532030402,0.0232778567645173,0.00230178122454761,0.0113374134644326,0,0.0115352278459728,0.0114506654769871,0.00705722687174847,0.000750422112438246,0.00102690490860546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clostridium sensu stricto 1 NA
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100224838992416,0.0084012584012584,0,0.0235451938199648,0.0381798348137759,0.0264331874087972,0,0.083257328990228,0.0464442028379471,0.00871135663444173,0.00717367312130029,0,0.0413317639145788,0.0254665774407019,0.0170323456231622,0.0111937965105372,0.0201530088313822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella aerofaciens
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160054875957471,0.0151580151580152,0,0.0109168285687853,0,0.0203877423389619,0,0,0.00716456190237239,0.00924253691702964,0.000300993277816795,0.00139843841044167,0.0129477047250715,0.0153914789203658,0.0188871296086858,0.00268901256957038,0.00480078044773054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coprococcus NA
149,0,0.000945710317108491,0.00484351713859911,0.00445110029535338,0.00877707581227437,0.0104841719539918,0.0082218024106644,0.000373729678448734,0.000404203718674212,0.00230243109636351,0.000388921298997139,0,0.00174968356786539,0.00101432737416001,0.00643642072213501,0.000677551198828492,0.000171570730033456,0.000548300269165587,0,0.00250349898480159,0.000296702042679448,0.000729473428254937,0.0091666376215538,0.00197338460760006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101072928004976,0.00377358490566038,0,0.00270971461516287,0.00237683664649957,0.0123187615829064,0.00493323686114583,0.0035305684662138,0.00651832973926681,0.00171037628278221,0.00248138957816377,0.00121278019404483,0,0.00126586284376088,0.00191027180438817,0.00185299567634342,0.000782625709254549,0.0020758851343559,0,0,0,0,0.0133180815426097,0.00609998673915926,Corynebacterium durum
150,0.0556761292936308,0.0178946124065372,0.0114102086438152,0.0895211947252382,0.0193817689530686,0.039425915244461,0.0897214165979299,0.0082508013626759,0.0218943680948531,0.0322678946299181,0.0175570186404423,0.0120459301389709,0.00813416722507632,0.0233548877900342,0.116758241758242,0.00854588770135292,0.00552457750707729,0.0250971986840794,0.0038281327883561,0.00969859449230223,0.00974552094031724,0.0250992894388458,0.0534313896343801,0.0271466882558316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043616855854455,0.0178990311065783,0.00139402191532127,0,0.00274725274725275,0,0.0166743405906729,0.0116195924204505,0.0187218192511272,0.0174458380843786,0.124793217535153,0.0201572432251589,0.00693867578793061,0.0171207949618659,0.0154459120183386,0.00518838789376158,0.0019956955585991,0.0102064352439165,0.00395694840139285,0.000506713959969597,0.00776881587411549,0.0093405038211152,0.0313751123457799,0.0141227953852274,Corynebacterium matruchotii
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166770898478216,0,0,0.000111510691087508,0,0.000100331092605598,0,0,0,6.78579506898892e-05,0,0,0,0,0.000583544057576347,0,0.00416718113347327,0.0288891311457538,0.00124975333815694,0.00125134072220236,0,0,0,0.00179826028772165,0,0,0.00305643488702107,0,0,0.000980279091223619,0,0,0,0.000283045570336824,0.0119290791731351,0.000795650444238165,Corynebacterium NA
152,0.0106780102439448,0.00264503354316281,0,0.0054910769998752,0.0036326714801444,0.00162860923557154,0.00207540643375994,0.0019117710474493,0.00235785502559957,0.00125279339066838,0.00219462733005528,0.00150238772334603,0,0.00387980220616204,0.0043956043956044,0,0.00161276486231449,0.00089721862227096,0.00185425181935998,0.000670228074671293,0.0010498687664042,0.00478210358522681,0,0.00574305520416941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cristatus
158,0.000289376971380618,0.00106392410674705,0,0.00382711427264029,0.00383574007220217,0.000797339938248567,0.00313971742543171,0.00209863588667366,0.00273960298212521,0.00148980835647051,0,0.00273649192466599,0.00208472935745663,0,0.000824175824175824,0,0.0058677189671442,0,0.00237264480111654,0.000591377712945258,0.00260184868195823,0.0023775430254235,0.00386880903419191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dentocariosa
162,0,0.000576292224487987,0,0.000499188818170473,0.000676895306859206,0,0,0.000531846080869353,0,0,0,0.000751193861673016,0,0,0,0.000568268747404542,0,0.0003738410926129,0,0,0,0.000432280550077,0,0.00169508677832313,0,0.00106703250638314,0,0,0,0.0460885148823438,0,0.000774683348181431,0,0,0,0.0062706932878499,0.0068756555180049,0.00427106103917942,0,0.00583578375933047,0,0.0315516533169029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424568355505236,0.000735354195604216,0,Dialister invisus
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00874271440466278,0,0.00900562851782364,0,0,0.0183992640294388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dialister NA
